area,price,Adress,floor,facade,road_in,car_parking,bedrooms,wc
120 ,46.0,"Phường Khương Mai, Quận Thanh Xuân",8,7,30,0,0,0
70 ,35.0,"Phường Trung Hòa, Quận Cầu Giấy",7,41,30,0,8,6
70 ,16.0,"Phường Văn Quán, Quận Hà Đông",6,46,6,1,5,3
90 ,22.5,"Phường Trung Liệt, Quận Đống Đa",7,12,8,4,0,0
75 ,22.0,"Phường Thịnh Liệt, Quận Hoàng Mai",5,5,40,2,4,4
200 ,39.0,"Phường Định Công, Quận Hoàng Mai",5,8,20,2,10,10
145 ,36.0,"Phường Thượng Đình, Quận Thanh Xuân",9,5,35,3,9,10
130 ,14.5,"Xã Ngọc Hồi, Huyện Thanh Trì",4,6,15,0,0,0
55 ,12.0,"Thị Trấn Văn Điển, Huyện Thanh Trì",0,0,0,0,0,0
90 ,27.0,"Phường Láng Thượng, Quận Đống Đa",7,45,11,4,11,11
210 ,65.0,"Phường Quốc Tử Giám, Quận Đống Đa",7,58,15,4,11,11
120 ,43.5,"Phường Khương Đình, Quận Thanh Xuân",8,5,30,0,0,0
85 ,8.6,"Phường Quang Trung, Quận Hà Đông",3,4,10,0,0,0
90 ,38.0,"Phường Yên Hòa, Quận Cầu Giấy",6,0,25,0,6,6
350 ,150.0,"Phường Xuân La, Quận Tây Hồ",1,11,60,0,0,0
365 ,150.0,"Phường Xuân La, Quận Tây Hồ",1,11,50,0,1,1
120 ,45.0,"Phường Trung Hòa, Quận Cầu Giấy",7,7,20,0,7,6
100 ,60.0,"Phường Thụy Khuê, Quận Tây Hồ",5,6,17,0,5,4
100 ,60.0,"Phường Thụy Khuê, Quận Tây Hồ",5,6,20,0,5,4
420 ,400.0,"Phường Điện Biên, Quận Ba Đình",6,20,30,0,0,0
90 ,43.5,"Phường Trung Hòa, Quận Cầu Giấy",6,5,50,0,6,6
350 ,150.0,"Phường Xuân La, Quận Tây Hồ",1,11,60,0,0,0
420 ,400.0,"Phường Điện Biên, Quận Ba Đình",6,20,30,0,0,0
100 ,60.0,"Phường Thụy Khuê, Quận Tây Hồ",5,6,20,0,5,4
155 ,70.0,"Phường Trung Hòa, Quận Cầu Giấy",4,56,40,0,4,4
600 ,585.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",15,25,50,4,11,11
550 ,400.0,"Phường Dịch Vọng, Quận Cầu Giấy",13,23,40,0,11,11
65 ,20.0,"Phường Giảng Võ, Quận Ba Đình",4,565,12,0,4,4
58.4 ,11.8,"Phường Hoàng Văn Thụ, Quận Hoàng Mai",4,0,0,0,4,4
120 ,0.5,"Thị Trấn Quốc Oai, Huyện Quốc Oai",0,0,0,0,0,0
24 ,6.6,"Phường Tương Mai, Quận Hoàng Mai",4,36,45,0,0,0
260 ,60.0,", Quận Ba Đình",1,15,25,10,1,1
65 ,18.7,", Quận Đống Đa",0,0,0,0,0,0
65 ,19.5,", Quận Đống Đa",0,0,0,0,0,0
45 ,10.5,"Phường Văn Quán, Quận Hà Đông",5,38,5,1,5,3
40 ,8.8,"Phường Phúc La, Quận Hà Đông",5,4,5,1,4,3
65 ,6.2,"Phường Ngọc Thụy, Quận Long Biên",4,4,5,0,4,4
50 ,6.5,"Phường Cầu Diễn, Quận Nam Từ Liêm",0,0,3,0,4,3
30 ,14.2,"Phường Láng Thượng, Quận Đống Đa",4,5,5,0,0,0
72 ,14.0,"Phường Cầu Diễn, Quận Nam Từ Liêm",0,0,0,0,0,0
210 ,40.0,"Phường La Khê, Quận Hà Đông",5,0,0,0,6,6
55 ,25.0,"Phường Mộ Lao, Quận Hà Đông",5,0,0,0,4,6
50 ,0.0,"Phường Quang Trung, Quận Hà Đông",7,0,0,0,6,6
145 ,19.0,"Phường Quang Trung, Quận Hà Đông",3,0,0,0,2,2
31 ,2.7,"Xã Di Trạch, Huyện Hoài Đức",5,38,29,1,3,4
58 ,11.8,"Phường Thanh Xuân Nam, Quận Thanh Xuân",4,5,105,0,4,0
120 ,60.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",6,6,40,0,0,0
125 ,60.0,"Phường Khâm Thiên, Quận Đống Đa",9,7,20,0,0,0
245 ,105.0,"Phường Khương Đình, Quận Thanh Xuân",9,105,20,0,0,0
165 ,8.3,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm",25,8,20,0,0,0
62 ,17.0,"Phường Khương Trung, Quận Thanh Xuân",5,49,0,0,4,0
209 ,92.0,"Phường Bạch Mai, Quận Hai Bà Trưng",7,7,16,0,4,11
80 ,65.0,", Quận Ba Đình",0,0,0,0,0,0
76 ,41.0,"Phường Nghĩa Tân, Quận Cầu Giấy",8,56,5,4,4,8
65 ,0.0,"Phường Trung Liệt, Quận Đống Đa",0,0,0,0,0,0
60 ,14.5,"Phường Nam Đồng, Quận Đống Đa",8,52,0,0,0,0
75 ,17.5,", Quận Đống Đa",0,0,0,0,0,0
63 ,4.6,"Phường Ngã Tư Sở, Quận Đống Đa",5,5,0,0,0,0
51 ,9.4,"Phường Vạn Phúc, Quận Hà Đông",6,5,5,1,4,4
70 ,13.8,"Phường Văn Quán, Quận Hà Đông",4,45,8,1,4,3
58 ,13.5,"Phường Phúc La, Quận Hà Đông",7,4,8,1,4,4
42 ,7.3,"Phường Phúc La, Quận Hà Đông",5,7,4,1,3,3
45 ,31.5,"Phường Kim Liên, Quận Đống Đa",1,35,36,0,1,1
60 ,16.0,"Phường Hoàng Văn Thụ, Quận Hoàng Mai",5,0,0,0,3,0
150 ,90.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
90 ,0.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,0,0,0
420 ,130.0,"Phường Thượng Thanh, Quận Long Biên",8,12,25,0,2,10
46 ,2.1,"Xã Đông Mỹ, Huyện Thanh Trì",0,0,22,0,0,0
70 ,14.6,"Phường Hoàng Văn Thụ, Quận Hoàng Mai",5,0,0,0,0,0
150 ,54.0,"Phường Nghĩa Đô, Quận Cầu Giấy",0,0,0,0,0,0
34 ,3.2,"Phường Kiến Hưng, Quận Hà Đông",5,34,3,1,4,4
45 ,10.5,"Phường Khương Đình, Quận Thanh Xuân",4,419999980926514,0,0,4,0
77 ,18.0,"Phường Thượng Đình, Quận Thanh Xuân",5,5,5,0,6,5
340 ,62.0,"Phường Thụy Khuê, Quận Tây Hồ",3,11,20,0,0,0
113 ,26.0,"Xã Đa Tốn, Huyện Gia Lâm",0,0,0,0,0,0
75 ,31.0,"Phường Cống Vị, Quận Ba Đình",5,41,30,0,0,0
42 ,6.8,"Phường Hoàng Liệt, Quận Hoàng Mai",6,42,6,0,0,0
145 ,115.0,", Quận Hai Bà Trưng",0,0,0,0,0,0
90 ,5.4,"Phường Yên Hòa, Quận Cầu Giấy",4,6,30,0,0,0
90 ,5.4,"Phường Dịch Vọng, Quận Cầu Giấy",4,6,30,0,0,0
222 ,91.0,"Phường Đội Cấn, Quận Ba Đình",3,0,25,2,3,3
46 ,4.5,"Phường Hoàng Liệt, Quận Hoàng Mai",4,0,0,0,4,3
42 ,1.38,"Xã Đại Áng, Huyện Thanh Trì",0,36,0,0,0,0
60 ,9.5,"Xã Tứ Hiệp, Huyện Thanh Trì",0,0,0,0,0,0
100 ,19.0,"Xã Thanh Liệt, Huyện Thanh Trì",0,0,0,0,0,0
45 ,11.8,"Phường Khương Mai, Quận Thanh Xuân",8,0,0,0,0,0
75 ,20.0,"Phường Yên Hòa, Quận Cầu Giấy",7,5,0,0,0,0
55 ,8.9,"Phường Mộ Lao, Quận Hà Đông",0,45,20,0,0,0
58 ,12.0,"Phường Mỹ Đình 2, Quận Nam Từ Liêm",8,4,3,1,11,11
50 ,11.8,"Phường Kiến Hưng, Quận Hà Đông",7,5,8,1,6,5
50 ,12.0,"Phường Mộ Lao, Quận Hà Đông",4,4,5,1,3,3
62 ,21.0,"Phường Giảng Võ, Quận Ba Đình",3,0,0,0,3,2
54 ,15.0,"Phường Đồng Tâm, Quận Hai Bà Trưng",5,48,0,0,4,0
850 ,782.0,"Phường Tràng Tiền, Quận Hoàn Kiếm",0,0,0,0,0,0
90 ,52.0,"Phường Nam Đồng, Quận Đống Đa",7,7,30,0,0,0
93 ,78.0,"Phường Nguyễn Du, Quận Hai Bà Trưng",7,8,0,0,0,0
27 ,4.0,"Phường Hoàng Văn Thụ, Quận Hoàng Mai",4,29,0,0,3,2
120 ,46.0,"Phường Khương Trung, Quận Thanh Xuân",8,7,25,2,2,8
32 ,5.1,"Phường Tân Mai, Quận Hoàng Mai",4,325,4,0,5,3
86 ,20.5,"Phường Mộ Lao, Quận Hà Đông",4,45,5,1,4,3
48 ,4.0,"Xã An Khánh, Huyện Hoài Đức",5,0,0,0,0,0
52 ,11.0,"Phường La Khê, Quận Hà Đông",4,52,6,1,4,2
140 ,70.0,"Phường Khương Thượng, Quận Đống Đa",9,0,0,0,0,0
46 ,7.1,"Phường Phúc Xá, Quận Ba Đình",5,0,0,1,4,0
45 ,4.0,"Phường Mễ Trì, Quận Nam Từ Liêm",0,0,0,0,0,0
55 ,12.6,"Phường La Khê, Quận Hà Đông",6,4,42,0,0,0
80 ,18.0,"Phường Văn Quán, Quận Hà Đông",5,47,16,1,4,4
310 ,133.0,"Phường Khương Đình, Quận Thanh Xuân",10,11,0,0,0,0
230 ,135.0,"Phường Đống Mác, Quận Hai Bà Trưng",8,83,0,4,0,0
69 ,15.5,"Phường Văn Quán, Quận Hà Đông",4,45,6,1,4,3
134 ,28.0,"Phường Phương Liệt, Quận Thanh Xuân",8,54,0,0,0,0
45 ,5.5,"Xã An Khánh, Huyện Hoài Đức",6,38,11,4,3,5
32 ,3.5,"Xã Di Trạch, Huyện Hoài Đức",5,42,62,3,3,4
100 ,18.0,"Phường Bách Khoa, Quận Hai Bà Trưng",3,0,0,0,3,0
35 ,7.6,"Phường Văn Quán, Quận Hà Đông",5,35,0,1,5,3
188 ,50.0,"Phường Nguyễn Du, Quận Hai Bà Trưng",2,7,16,0,0,0
75 ,19.0,"Phường Ô Chợ Dừa, Quận Đống Đa",3,12,25,2,6,6
325 ,135.0,"Phường Quán Thánh, Quận Ba Đình",3,10,25,6,6,6
230 ,92.0,", Quận Hai Bà Trưng",1,65,20,1,1,1
850 ,80.0,", Quận Thanh Xuân",1,30,30,100,0,0
400 ,180.0,", Quận Ba Đình",1,20,20,10,1,1
230 ,92.0,", Quận Hai Bà Trưng",1,65,20,1,1,1
850 ,80.0,", Quận Thanh Xuân",1,30,30,100,0,0
175 ,75.0,", Quận Đống Đa",7,8,40,2,12,12
80 ,24.0,", Quận Ba Đình",0,0,0,0,0,0
350 ,210.0,", Quận Hai Bà Trưng",1,10,30,20,1,1
120 ,28.0,", Quận Cầu Giấy",5,12,18,2,10,5
280 ,93.0,"Phường Mỹ Đình 2, Quận Nam Từ Liêm",8,15,50,10,16,16
110 ,26.0,"Phường Hạ Đình, Quận Thanh Xuân",4,55,20,4,4,3
500 ,200.0,", Quận Đống Đa",11,20,40,0,0,0
178 ,56.0,", Quận Cầu Giấy",5,6,40,3,6,7
120 ,72.0,", Quận Hoàn Kiếm",6,9,30,3,6,6
600 ,355.0,", Quận Hai Bà Trưng",13,40,40,50,13,13
4500 ,1000.0,", Quận Cầu Giấy",24,40,40,4,11,11
150 ,62.0,", Quận Đống Đa",5,0,0,0,0,0
230 ,90.0,", Quận Cầu Giấy",8,12,18,0,0,0
260 ,75.0,", Quận Tây Hồ",7,9,50,10,7,7
160 ,72.0,", Quận Hai Bà Trưng",2,5,25,10,8,4
360 ,0.0,", Quận Tây Hồ",1,78,40,10,1,1
560 ,140.0,", Quận Tây Hồ",1,10,40,0,1,1
350 ,210.0,", Quận Hai Bà Trưng",1,10,30,20,1,1
500 ,200.0,", Quận Đống Đa",11,20,40,0,0,0
170 ,130.0,", Quận Hoàn Kiếm",10,5,15,3,20,20
150 ,62.0,", Quận Đống Đa",5,0,0,0,0,0
230 ,90.0,", Quận Cầu Giấy",8,12,18,0,0,0
80 ,39.5,", Quận Hoàn Kiếm",9,5,20,0,0,0
280 ,93.0,"Phường Mỹ Đình 2, Quận Nam Từ Liêm",8,15,50,10,16,16
250 ,0.0,", Quận Hà Đông",11,12,20,20,112,112
85 ,23.0,"Phường Cầu Dền, Quận Hai Bà Trưng",3,0,18,1,4,4
160 ,62.0,"Phường Nguyễn Du, Quận Hai Bà Trưng",3,10,20,4,4,3
220 ,152.0,"Phường Hàng Buồm, Quận Hoàn Kiếm",7,7,15,0,11,11
126 ,54.0,"Phường Hàng Gai, Quận Hoàn Kiếm",4,5,15,0,0,5
30 ,11.8,"Phường Hàng Mã, Quận Hoàn Kiếm",3,0,20,0,3,3
70 ,24.0,"Phường Phương Liên, Quận Đống Đa",3,0,50,1,3,3
85 ,45.0,"Phường Vĩnh Phúc, Quận Ba Đình",9,66,0,3,4,9
66 ,16.0,"Phường Bưởi, Quận Tây Hồ",0,5,0,1,4,3
106 ,48.5,"Phường Trung Liệt, Quận Đống Đa",7,68,12,3,3,7
75 ,18.8,"Phường Trung Liệt, Quận Đống Đa",3,12,10,0,5,3
31 ,8.3,"Phường Nghĩa Tân, Quận Cầu Giấy",4,38,0,0,3,0
115 ,45.0,"Phường Trung Hòa, Quận Cầu Giấy",5,55,20,0,0,0
115 ,45.0,"Phường Trung Hòa, Quận Cầu Giấy",5,55,20,0,0,0
45 ,6.8,"Phường Phúc La, Quận Hà Đông",4,0,0,0,4,0
72 ,34.0,"Phường Hàng Bột, Quận Đống Đa",0,72,0,2,4,0
65 ,26.0,"Phường Bồ Đề, Quận Long Biên",4,4,40,4,4,4
76 ,66.0,"Phường Kim Liên, Quận Đống Đa",7,6,40,4,4,5
80 ,15.0,"Phường Việt Hưng, Quận Long Biên",5,75,15,4,4,6
31 ,2.0,"Phường Bồ Đề, Quận Long Biên",4,34,2,0,3,3
30 ,1.85,", Quận Long Biên",4,36,2,1,3,3
30 ,1.8,", Quận Long Biên",0,0,0,0,4,3
100 ,80.0,"Phường Lê Đại Hành, Quận Hai Bà Trưng",7,8,0,4,0,0
140 ,69.0,"Phường Nghĩa Đô, Quận Cầu Giấy",9,11,15,2,2,9
105 ,25.9,"Phường Văn Quán, Quận Hà Đông",4,6,10,0,5,5
383 ,78.0,"Phường Thụy Khuê, Quận Tây Hồ",3,1435,20,0,5,5
55 ,7.0,"Xã Vân Canh, Huyện Hoài Đức",5,5,11,4,4,4
170 ,98.0,"Phường Quảng An, Quận Tây Hồ",6,7,0,0,0,0
111 ,0.111,"Phường Bạch Mai, Quận Hai Bà Trưng",3,0,0,0,4,0
145 ,0.35000000000000003,"Phường Nhật Tân, Quận Tây Hồ",1,55,36,0,3,3
32 ,12.8,"Phường Hà Cầu, Quận Hà Đông",4,42,9,0,2,0
200 ,75.0,"Phường Thượng Đình, Quận Thanh Xuân",6,8,0,2,6,0
55 ,11.3,"Phường Kiến Hưng, Quận Hà Đông",6,4,24,2,5,5
65 ,21.9,"Phường Cát Linh, Quận Đống Đa",4,5,6,0,6,6
70 ,27.9,"Phường Khương Thượng, Quận Đống Đa",5,5,10,0,6,6
84 ,13.0,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",0,0,0,0,0,0
84 ,13.5,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",0,0,0,0,0,0
70 ,15.0,"Phường Cầu Diễn, Quận Nam Từ Liêm",3,4,8,1,4,3
36 ,17.0,"Phường Minh Khai, Quận Hai Bà Trưng",5,5,0,4,0,0
60 ,10.0,"Phường Tương Mai, Quận Hoàng Mai",0,45,0,0,5,0
85 ,17.0,"Phường Đồng Tâm, Quận Hai Bà Trưng",0,45,0,0,0,0
60 ,35.0,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",8,0,0,3,8,8
69 ,23.5,"Phường Yên Hòa, Quận Cầu Giấy",7,53,0,2,4,6
230 ,125.0,"Phường Đống Mác, Quận Hai Bà Trưng",8,83,25,4,11,11
110 ,24.3,"Phường Thượng Đình, Quận Thanh Xuân",8,68,4,0,11,11
110 ,24.3,"Phường Thượng Đình, Quận Thanh Xuân",8,68,4,0,11,11
110 ,24.3,"Phường Thượng Đình, Quận Thanh Xuân",8,65,4,0,11,11
106 ,22.6,"Phường Phú Thượng, Quận Tây Hồ",0,10,15,0,0,0
32 ,3.0,"Phường Thanh Trì, Quận Hoàng Mai",5,0,25,0,3,4
180 ,26.8,", Quận Đống Đa",0,0,0,0,0,0
34 ,2.6,"Phường Mai Động, Quận Hoàng Mai",0,0,0,0,0,0
100 ,11.2,"Phường Việt Hưng, Quận Long Biên",3,4,20,4,4,3
16 ,11.0,"Phường Hàng Bạc, Quận Hoàn Kiếm",4,2,3,0,3,2
109 ,40.0,"Phường Ngọc Lâm, Quận Long Biên",6,5,20,4,9,10
109 ,40.0,"Phường Ngọc Lâm, Quận Long Biên",6,5,20,4,9,10
100 ,15.0,"Phường Cầu Diễn, Quận Nam Từ Liêm",1,5,20,2,1,1
80 ,28.0,"Phường Phú Đô, Quận Nam Từ Liêm",9,5,8,1,11,11
295 ,135.0,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm",8,165,20,4,3,8
300 ,65.0,"Phường Thụy Khuê, Quận Tây Hồ",2,11,30,0,0,0
270 ,66.0,"Phường Bưởi, Quận Tây Hồ",4,12,20,0,0,6
110 ,65.0,"Phường Ô Chợ Dừa, Quận Đống Đa",8,7,30,0,0,0
70 ,24.0,"Phường Mai Dịch, Quận Cầu Giấy",9,5,15,2,10,10
67 ,22.0,"Phường Mai Dịch, Quận Cầu Giấy",4,8,20,3,4,4
60 ,11.8,"Phường Yên Hòa, Quận Cầu Giấy",4,4,10,0,6,3
89 ,45.0,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",7,6,15,3,7,7
72 ,15.0,"Phường Đức Thắng, Quận Bắc Từ Liêm",3,5,6,1,3,3
120 ,35.0,"Phường Khương Trung, Quận Thanh Xuân",1,6,15,1,1,1
63 ,33.0,"Phường Trung Hòa, Quận Cầu Giấy",9,55,10,2,5,9
91 ,0.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,17,0,0,0
91 ,17.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,0,0,0
150 ,30.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,0,0,0
37 ,17.5,"Phường Thụy Khuê, Quận Tây Hồ",5,4,40,4,4,4
53 ,15.0,"Phường Long Biên, Quận Long Biên",7,4,20,2,6,6
37 ,17.5,"Phường Thụy Khuê, Quận Tây Hồ",5,4,40,4,5,5
37 ,17.5,"Phường Thụy Khuê, Quận Tây Hồ",5,4,40,4,5,5
88 ,22.0,"Phường Thụy Khuê, Quận Tây Hồ",3,63,12,4,3,4
90 ,5.6,"Phường Ngọc Thụy, Quận Long Biên",4,45,8,1,4,4
50 ,27.8,"Phường Thụy Khuê, Quận Tây Hồ",6,55,18,4,6,6
48 ,0.84,"Phường Bưởi, Quận Tây Hồ",5,4,40,4,5,5
37 ,6.8,"Phường Quang Trung, Quận Hà Đông",5,35,12,1,4,4
50 ,22.0,"Phường Mỹ Đình 1, Quận Nam Từ Liêm",6,5,10,1,6,4
117 ,0.6,"Phường Láng Thượng, Quận Đống Đa",8,0,0,0,0,0
52 ,15.3,"Phường Trung Liệt, Quận Đống Đa",6,39,7,2,6,5
39 ,24.0,"Phường Cầu Dền, Quận Hai Bà Trưng",4,4,40,3,4,4
76 ,145.0,"Phường Mai Động, Quận Hoàng Mai",7,45,20,2,6,6
70 ,3.46,"Phường Nhân Chính, Quận Thanh Xuân",9,6,20,3,11,11
191 ,115.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",3,8,20,4,11,11
222 ,91.0,"Phường Cống Vị, Quận Ba Đình",4,8,15,4,3,3
305 ,18.3,"Phường Bưởi, Quận Tây Hồ",2,5,20,4,4,3
64 ,16.0,"Phường Giáp Bát, Quận Hoàng Mai",5,42,10,0,4,4
128 ,12.85,"Phường Giáp Bát, Quận Hoàng Mai",1,46,7,2,1,1
66 ,11.0,"Phường Yên Hòa, Quận Cầu Giấy",1,47,10,3,2,2
150 ,83.5,"Phường Bồ Đề, Quận Long Biên",8,15,30,0,0,0
150 ,83.5,"Phường Bồ Đề, Quận Long Biên",8,15,30,0,0,0
59 ,10.8,"Phường Văn Quán, Quận Hà Đông",5,5,12,2,4,4
50 ,12.3,"Phường Phú La, Quận Hà Đông",5,5,15,2,5,4
130 ,2.64,"Phường Đại Kim, Quận Hoàng Mai",2,66,15,3,2,2
65 ,16.0,"Phường Khương Mai, Quận Thanh Xuân",3,38,9,1,4,3
64 ,9.8,"Phường Đồng Tâm, Quận Hai Bà Trưng",2,4,5,0,2,2
135 ,4.25,"Phường Cầu Diễn, Quận Nam Từ Liêm",3,5,8,1,3,3
51 ,21.0,"Phường Bạch Mai, Quận Hai Bà Trưng",0,0,0,0,3,0
40 ,15.5,"Phường Nghĩa Tân, Quận Cầu Giấy",5,0,0,1,4,5
50 ,6.5,"Phường Mộ Lao, Quận Hà Đông",4,36,5,1,4,4
45 ,6.5,"Phường Vạn Phúc, Quận Hà Đông",4,35,5,1,4,4
67 ,0.8643,"Phường Hà Cầu, Quận Hà Đông",3,45,12,2,3,3
46 ,8.0,"Phường Hà Cầu, Quận Hà Đông",5,34,10,2,5,4
87 ,18.5,"Phường Văn Quán, Quận Hà Đông",6,45,15,2,5,4
90 ,13.8,"Phường Phú La, Quận Hà Đông",4,45,12,2,4,4
70 ,13.8,"Phường Mộ Lao, Quận Hà Đông",6,43,0,2,8,4
36 ,8.0,"Phường Dịch Vọng, Quận Cầu Giấy",5,4,5,2,3,3
30 ,8.0,"Phường Thụy Khuê, Quận Tây Hồ",6,4,5,2,4,4
58 ,8.3,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm",4,4,10,2,4,3
68 ,8.6,"Phường Dịch Vọng, Quận Cầu Giấy",3,51,8,2,3,3
48 ,10.7,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm",5,4,10,2,4,3
91 ,9.8,"Phường Nhật Tân, Quận Tây Hồ",2,47,10,2,3,2
51 ,10.6,"Phường Nghĩa Đô, Quận Cầu Giấy",5,4,8,1,3,3
64 ,8.2,"Phường Việt Hưng, Quận Long Biên",1,46,15,4,2,2
65 ,11.8,"Phường Ngọc Lâm, Quận Long Biên",5,75,8,1,6,6
57 ,10.1,"Phường Quan Hoa, Quận Cầu Giấy",5,42,4,1,6,4
51 ,14.0,"Phường Thụy Khuê, Quận Tây Hồ",6,45,15,1,3,3
75 ,17.0,"Phường Giáp Bát, Quận Hoàng Mai",0,0,0,0,6,0
70 ,17.0,"Phường Quỳnh Lôi, Quận Hai Bà Trưng",0,42,0,0,0,0
691 ,455.0,"Phường Tràng Tiền, Quận Hoàn Kiếm",0,0,0,0,0,0
45 ,0.0,"Phường Thụy Khuê, Quận Tây Hồ",0,0,0,0,0,0
69 ,4.75,"Phường Khâm Thiên, Quận Đống Đa",0,0,0,0,0,0
771 ,215.5,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm",0,0,0,0,0,0
60 ,9.3,"Phường Bách Khoa, Quận Hai Bà Trưng",5,7,3,0,7,7
140 ,31.5,"Phường Cầu Diễn, Quận Nam Từ Liêm",3,5,8,1,3,3
35 ,4.5,"Phường Vạn Phúc, Quận Hà Đông",5,0,0,0,0,0
40 ,13.9,"Phường Quang Trung, Quận Hà Đông",4,4,12,0,3,3
220 ,0.12,"Phường Láng Hạ, Quận Đống Đa",6,10,40,4,11,11
155 ,25.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,0,0,0
150 ,0.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,0,0,0
155 ,36.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,4,5,5
35 ,10.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,0,0,0
114 ,20.0,"Phường Vạn Phúc, Quận Hà Đông",0,0,0,0,0,0
94 ,16.0,", Quận Hà Đông",0,0,17,0,0,0
162 ,73.0,"Phường Cửa Nam, Quận Hoàn Kiếm",5,96,20,3,11,11
55 ,15.0,"Phường Long Biên, Quận Long Biên",7,38,12,2,4,6
34 ,4.25,"Phường Phương Canh, Quận Nam Từ Liêm",5,32,4,0,0,0
180 ,4.55,"Phường Đại Kim, Quận Hoàng Mai",6,35,0,1,0,6
52 ,14.0,"Phường Mai Dịch, Quận Cầu Giấy",5,4,8,1,4,3
52 ,12.7,"Phường Quan Hoa, Quận Cầu Giấy",4,4,4,1,4,3
75 ,7.5,"Thị Trấn Đông Anh, Huyện Đông Anh",3,5,15,1,3,3
55 ,6.3,"Phường Phú Thượng, Quận Tây Hồ",3,5,5,2,3,3
45 ,7.0,"Phường Nghĩa Đô, Quận Cầu Giấy",5,5,4,1,4,3
34 ,9.6,"Phường Bạch Mai, Quận Hai Bà Trưng",11,45,25,0,1,0
32 ,9.5,"Phường Thanh Xuân Bắc, Quận Thanh Xuân",7,0,0,0,0,0
160 ,20.0,"Phường Bồ Đề, Quận Long Biên",5,92,5,0,6,0
116 ,22.0,"Phường Bạch Đằng, Quận Hai Bà Trưng",3,43,30,4,5,2
70.3 ,18.5,"Phường Văn Quán, Quận Hà Đông",5,0,0,0,0,0
32 ,19.0,"Phường Kim Mã, Quận Ba Đình",5,4,40,0,5,4
40 ,7.9,"Phường Quan Hoa, Quận Cầu Giấy",6,36,4,1,6,4
47 ,11.2,"Phường Dịch Vọng, Quận Cầu Giấy",6,4,4,1,5,4
40 ,7.9,"Phường Quan Hoa, Quận Cầu Giấy",6,36,4,1,6,4
55 ,6.2,"Phường Phú Thượng, Quận Tây Hồ",4,45,6,2,3,3
31 ,18.0,"Phường Quan Hoa, Quận Cầu Giấy",5,4,15,1,4,3
55 ,16.6,"Phường Nghĩa Tân, Quận Cầu Giấy",6,4,8,1,5,3
56 ,12.6,"Phường Nghĩa Đô, Quận Cầu Giấy",6,48,5,3,6,5
36 ,8.8,"Phường Dịch Vọng, Quận Cầu Giấy",6,35,6,1,8,5
45 ,9.2,"Phường Nghĩa Đô, Quận Cầu Giấy",6,42,4,0,6,5
51 ,10.4,"Phường Nghĩa Đô, Quận Cầu Giấy",5,5,6,0,6,5
53 ,14.3,"Phường Quan Hoa, Quận Cầu Giấy",5,4,7,2,6,4
52 ,13.4,"Phường Quan Hoa, Quận Cầu Giấy",7,12,5,2,6,6
80 ,12.5,"Phường Nhật Tân, Quận Tây Hồ",2,5,6,2,2,1
50 ,10.0,"Phường Bưởi, Quận Tây Hồ",4,6,6,2,4,4
55 ,10.7,"Phường Quảng An, Quận Tây Hồ",1,46,3,1,2,1
66 ,13.4,"Phường Bưởi, Quận Tây Hồ",3,6,10,2,4,2
43 ,12.3,"Phường Dịch Vọng Hậu, Quận Cầu Giấy",6,66,6,3,6,5
42 ,7.9,"Phường Thành Công, Quận Ba Đình",2,63,6,2,3,2
70 ,10.8,"Phường Bưởi, Quận Tây Hồ",5,46,4,1,5,3
45 ,7.0,"Phường Yên Hòa, Quận Cầu Giấy",3,4,5,1,3,3
80 ,14.0,"Phường Bưởi, Quận Tây Hồ",1,5,6,2,2,1
83 ,9.6,"Thị Trấn Đông Anh, Huyện Đông Anh",4,76,8,3,6,6
49 ,5.0,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm",4,4,4,1,4,3
71 ,9.6,"Phường Nghĩa Đô, Quận Cầu Giấy",5,36,35,2,10,10
50 ,6.4,"Phường Bưởi, Quận Tây Hồ",4,4,5,1,3,3
46 ,5.4,"Phường Phú Thượng, Quận Tây Hồ",3,43,5,2,3,3
40 ,5.9,"Phường Nhật Tân, Quận Tây Hồ",6,4,4,1,4,3
60 ,10.3,"Thị Trấn Đông Anh, Huyện Đông Anh",2,35,13,1,3,2
